,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,RE100,high_carbon,sbti,자본비율,기업분류,장애인근로자수,장애인고용률,L재무구조,L성장성,L지배구조,L환경,L사회,L사회_등급,L환경_등급,L지배구조_등급,L성장성_등급,L재무구조_등급,업종명
53,2022,DL,000210,A,A,51737,2845,2845,982,697,284,74012,46028,39200,6828,1387,160.8,2727.48,5.49896592380695,1.35,0.97,1.81,3079,173218,1000,0.34,20956,1.69,1,119.336103103273,913,-1.43,-2.69163946876555,5,3,0.6,0,13,2,15.3846153846154,232000000,99000000,24,6,32,9,41,21.95121951,78.04878049,0.75,0.666666667,1935195,9.23,1240588332800,20955884,1,1,1,0,1,1,0.383438853715428,2,0,0.0,14,8,14,3,3,D,A,A,B,A,화학
54,2023,DL,000210,A,A,50178,1507,1507,-1210,-1334,125,75862,45334,38423,6911,1387,167.34,2671.43,3.00330822272709,-2.66,-1.0,-3.44,-5894,169784,1000,0.3,20956,1.95,0,-3.01331735508437,-1338,0.26,-2.49565770107986,5,3,0.6,0,10,2,20.0,229000000,101000000,17,3,21,6,27,22.22222222,77.77777778,0.80952381,0.5,2115416,10.09,1077132437600,20955884,5,5,5,0,1,1,0.374055249348163,2,0,0.0,14,4,14,15,2,D,C,A,C,A,화학
55,2019,유유제약,000220,0,B,909,81,81,56,47,8,472,905,887,19,80,52.1,1048.59,8.91089108910891,5.2,4.08,5.41,271,5300,109,1.11,12280,1.85,0,0.0,-93,0.0,0.0,0,0,0.0,0,16,3,18.75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,72283462450,6368587,5,5,5,0,0,0,0.657225853304285,1,0,0.0,4,3,5,15,2,,,,,,의약품
56,2020,유유제약,000220,B,B,981,63,63,24,13,11,379,1170,1144,27,97,32.35,1122.81,6.42201834862385,1.31,1.65,1.26,62,5752,109,1.32,15494,1.44,0,7.92079207920793,-18,-0.41,-2.48887274048506,5,3,0.6,0,18,3,16.6666666666667,49000000,31000000,239,98,239,98,337,29.08011869,70.91988131,1.0,1.0,55458,0.69,116690675200,7992512,5,5,5,0,0,0,0.755326016785023,1,0,0.0,5,5,7,15,6,B,C,D,C,D,의약품
57,2021,유유제약,000220,B,C,1157,12,12,-9,-22,13,643,1287,1243,44,202,49.97,536.84,1.0371650821089,-1.91,-0.53,-1.86,-99,6489,105,1.2,17232,1.34,0,17.940876656473,-51,-0.0999999999999999,-5.38485326651495,4,3,0.75,0,15,1,6.66666666666667,52000000,39000000,241,95,242,99,341,29.03225806,70.96774194,0.995867769,0.95959596,140745,0.82,134584661310,17232351,5,5,5,0,0,0,0.666839378238342,1,0,0.0,5,4,7,15,6,B,C,D,C,D,의약품
58,2022,유유제약,000220,C,D,1389,-6,-6,-44,-60,16,718,1234,1168,66,202,58.22,508.72,-0.431965442764579,-4.31,-2.28,-4.97,-302,6203,105,1.0,17232,1.69,0,20.0518582541055,-18,0.35,-1.46913052487348,5,3,0.6,0,16,1,6.25,56000000,38000000,240,109,249,115,364,31.59340659,68.40659341,0.963855422,0.947826087,365071,2.12,107185223220,17232351,5,5,5,0,0,0,0.632172131147541,1,0,0.0,4,6,8,15,6,B,C,C,B,D,의약품
59,2023,유유제약,000220,D,0,1372,4,4,-55,-72,16,779,1204,1122,82,202,64.69,484.0,0.291545189504373,-5.23,-2.82,-6.27,-364,6012,0,0.88,17032,0.0,0,-1.22390208783297,10,-1.69,0.723510632268952,5,3,0.6,0,14,2,14.2857142857143,66000000,42000000,165,94,165,94,259,36.29343629,63.70656371,1.0,1.0,215565,1.27,89930813280,17032351,5,5,5,0,0,0,0.607467204843592,1,0,0.0,4,7,7,15,5,C,C,D,B,D,의약품
60,2019,일동홀딩스,000230,0,B+,2922,-259,-238,-372,-225,-148,4859,3238,1376,1862,110,150.04,1157.26,-8.145106091718,-7.69,-6.92,-14.91,-1946,11987,95,0.88,11540,0.9,0,0.0,-93,0.0,0.0,0,0,0.0,0,14,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,122128715700,11002587,5,5,5,0,0,0,0.399901197974559,2,0,0.0,8,3,8,15,2,,,,,,의약품
61,2020,일동홀딩스,000230,B+,A,5965,-92,-92,-313,-192,-121,5054,3056,1227,1829,115,165.37,969.76,-1.54233025984912,-3.22,-3.86,-14.74,-1662,10698,100,1.29,11540,0.72,0,104.140999315537,146,-0.18,6.60277583186888,6,2,0.333333333333333,0,14,1,7.14285714285714,82842000,50160000,67,22,71,23,94,24.46808511,75.53191489,0.943661972,0.956521739,226731,1.96,159834540000,11540400,5,5,5,0,0,0,0.376818742293465,2,0,0.0,8,10,11,15,4,C,C,B,B+,B,의약품
62,2021,일동홀딩스,000230,A,B+,5924,-828,-828,-1347,-709,-638,7374,1833,533,1300,115,402.22,368.56,-13.9770425388251,-11.97,-15.56,-80.54,-6143,4686,100,3.16,11540,0.68,0,-0.687342833193627,-736,-0.0399999999999999,-12.434712278976,6,2,0.333333333333333,0,13,2,15.3846153846154,80940000,46278000,75,24,79,26,105,24.76190476,75.23809524,0.949367089,0.923076923,174015,1.51,170797920000,11540400,5,5,5,0,0,0,0.199066029539531,2,0,0.0,9,2,10,15,4,C,C,C,D,B,의약품
63,2022,일동홀딩스,000230,B+,A,6755,-984,-984,-1945,-1024,-922,6935,1691,118,1573,115,410.08,8.82,-14.5669874167284,-15.15,-21.81,-314.25,-8869,1088,100,18.52,11540,0.5,0,14.0276839972991,-156,-0.18,-0.58994487790323,4,1,0.25,0,13,1,7.69230769230769,68155000,49875000,69,24,73,25,98,25.51020408,74.48979592,0.945205479,0.96,127327,1.1,232539060000,11540400,5,5,5,0,0,0,0.196035242290749,2,0,0.0,8,5,10,15,4,C,C,C,C,B,의약품
64,2023,일동홀딩스,000230,B+,B+,6384,-796,-796,-1188,-596,-592,7071,1699,390,1309,115,416.18,244.08,-12.468671679198,-9.33,-13.66,-234.71,-5163,3441,100,3.06,11540,0.95,0,-5.49222797927461,188,0.45,2.09831573753035,6,2,0.333333333333333,0,11,1,9.09090909090909,94617000,53953000,51,23,57,28,85,32.94117647,67.05882353,0.894736842,0.821428571,146776,1.27,121405008000,11540400,5,5,5,0,0,0,0.193728620296465,2,0,0.0,8,8,10,15,4,C,C,C,B,B,의약품
65,2019,한국앤컴퍼니,000240,0,B,8476,1709,1709,1706,1587,120,2130,33941,32963,978,465,6.27,7011.15,20.1628126474752,18.72,4.8,4.92,1706,35556,350,0.4,93020,2.43,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1339490491200,93020173,5,5,5,0,1,1,0.940949793462893,1,0,0.0,13,3,7,15,3,,,,,,기타금융
66,2020,한국앤컴퍼니,000240,B,A,8192,1578,1578,1458,1356,101,2920,35005,33893,1112,465,8.34,7211.17,19.2626953125,16.55,3.94,4.06,1458,36556,500,0.4,93020,3.41,0,-3.35063709296838,-131,0.98,-0.900117334975224,7,4,0.571428571428571,0,7,0,0.0,100000000,80000000,43,14,43,14,57,24.56140351,75.43859649,1.0,1.0,6221406,6.69,1362745534450,93020173,5,5,5,0,1,1,0.92300593276203,1,0,0.0,13,4,10,15,5,C,C,C,C,A,기타금융
67,2021,한국앤컴퍼니,000240,A,B,9633,2283,2283,2000,1972,28,3458,37355,37356,-1,475,9.26,7769.81,23.6997819993771,20.47,5.08,5.53,2087,39349,600,0.4,94935,3.82,0,17.59033203125,705,0.41,4.43708668687714,7,4,0.571428571428571,0,7,0,0.0,157000000,113000000,953,56,990,58,1048,5.534351145,94.46564885,0.962626263,0.965517241,9160445,9.65,1490483268000,94935240,1,1,2,0,1,1,0.915294521219249,1,0,0.0,13,11,10,4,7,B,A,C,A,A,기타금융
68,2022,한국앤컴퍼니,000240,B,B+,10959,2452,2452,1660,1660,0,4454,38564,38564,0,475,11.55,8024.41,22.374304224838,15.15,3.96,4.37,1749,40622,650,0.34,94935,4.66,0,13.7651821862348,169,0.84,-1.32547777453911,7,4,0.571428571428571,0,7,0,0.0,180000000,109000000,971,69,1023,74,1097,6.745670009,93.25432999,0.94916911,0.932432432,8525318,8.98,1324346598000,94935240,1,1,2,0,1,1,0.896461946162072,1,0,0.0,13,9,10,4,7,B,A,C,B+,A,기타금융
69,2023,한국앤컴퍼니,000240,B+,A,10897,2566,2566,1872,1872,0,6243,40167,40167,0,475,15.54,8368.93,23.5477654400294,17.18,4.19,4.76,1972,42345,700,0.37,94935,4.49,0,-0.565745049730815,114,-0.17,1.17346121519134,7,4,0.571428571428571,0,7,1,14.2857142857143,192000000,123000000,988,377,1035,80,1115,7.174887892,92.82511211,0.954589372,4.7125,9033316,9.52,1480989744000,94935240,5,5,5,0,1,1,0.865481577246283,1,0,0.0,13,7,10,15,8,B+,C,C,B,A,기타금융
70,2022,삼천당제약,000250,0,D,1773,122,122,88,58,30,1272,2456,1737,719,114,51.76,1443.65,6.8809926677947,3.29,2.46,3.36,256,7718,0,5.67,22768,0.0,0,0.0,-93,0.0,0.0,4,1,0.25,0,16,0,0.0,70000000,42000000,286,98,288,106,394,26.9035533,73.0964467,0.993055556,0.924528302,1400194,6.15,997240195800,22768041,5,5,5,0,0,0,0.658798283261803,1,0,0.0,8,3,9,15,5,C,C,C,C,B,제약
71,2023,삼천당제약,000250,D,0,1927,96,96,-42,-104,62,1096,2985,2205,780,117,36.71,1796.94,4.98183705241308,-5.39,-1.07,-5.27,-443,9485,0,8.15,23457,0.0,0,8.6858432036097,-26,0.0,-1.89915561538162,4,1,0.25,0,19,1,5.26315789473684,74000000,46000000,288,113,292,116,408,28.43137255,71.56862745,0.98630137,0.974137931,1342576,5.72,1813262585600,23457472,5,5,5,0,0,0,0.731617647058824,1,3,0.75,9,5,9,15,5,C,C,C,C,B,제약
72,2019,기아,000270,0,A,581460,20097,20097,18267,18267,0,263667,289781,289781,0,21393,90.99,1264.66,3.45629965947787,3.14,3.41,6.5,4506,72020,1150,0.62,405363,2.6,1,0.0,-93,0.0,0.0,0,0,0.0,0,9,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,17957596272100,405363347,5,5,5,0,1,1,0.523592098986716,5,0,0.0,16,3,13,15,3,,,,,,운수장비
73,2020,기아,000270,A,A+,591681,20665,20665,14876,14876,0,305988,298917,298917,0,21393,102.37,1307.36,3.49259144708044,2.51,2.57,5.05,3670,74274,1000,0.84,405363,1.6,1,1.75781653080178,568,-1.0,0.036291787602571,9,5,0.555555555555556,1,9,0,0.0,92000000,71000000,33660,1320,34068,1356,35424,3.827913279,96.17208672,0.988023952,0.973451327,151210657,37.3,25294672852800,405363347,1,1,1,0,1,1,0.494156097496462,5,0,0.0,16,8,16,2,8,B+,A+,A,B,A,운수장비
74,2021,기아,000270,A+,B+,698624,50657,50657,47603,47605,-1,319374,349126,349104,21,21393,91.48,1542.66,7.25096761634298,6.81,7.48,14.69,11744,86692,3000,0.95,405363,3.65,1,18.0744353798753,29992,2.05,3.75837616926255,9,5,0.555555555555556,1,9,1,11.1111111111111,102000000,79000000,33187,1375,34076,1425,35501,4.013971437,95.98602856,0.973911257,0.964912281,141598453,34.93,33320867123400,405363347,1,1,1,0,1,1,0.522252804786836,5,0,0.0,16,12,16,2,9,A,A+,A,A+,A,운수장비
75,2022,기아,000270,B+,B,865590,72331,72331,54090,54094,-5,343679,393431,393379,51,21393,87.35,1750.44,8.35626566850356,6.25,7.7,14.57,13345,97658,3500,0.61,405363,5.9,1,23.8992648406009,21674,2.25,1.10529805216058,9,5,0.555555555555556,1,9,2,22.2222222222222,113000000,89000000,32812,1448,34335,1512,35847,4.217926186,95.78207381,0.95564293,0.957671958,143780751,35.47,24038046477100,405363347,1,1,1,1,1,1,0.533748015899934,5,0,0.0,16,11,16,1,9,A,A+,A,A,A,운수장비
76,2023,기아,000270,B,A,998084,116079,116079,87778,87770,8,340696,465582,465524,59,21393,73.18,2094.5,11.6301834314547,8.79,11.37,20.44,21770,116771,5600,0.86,402044,5.6,0,15.3067849674788,43748,-0.300000000000001,3.2739177629511,9,5,0.555555555555556,1,9,2,22.2222222222222,128000000,103000000,32036,1601,34053,1684,35737,4.712203039,95.28779696,0.940768802,0.950712589,157867294,39.27,40204420300000,402044203,5,5,5,1,1,1,0.577445992573281,5,0,0.0,16,10,16,13,9,A,B+,A,B+,A,운수장비
77,2019,노루홀딩스,000320,0,C,8843,250,250,199,46,153,4399,5675,3653,2021,85,77.52,4297.41,2.82709487730408,0.52,2.0,1.25,339,27737,400,0.45,13291,3.2,0,0.0,-93,0.0,0.0,0,0,0.0,0,9,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,166139387500,13291151,5,5,5,0,1,0,0.563331348024618,2,0,0.0,11,3,8,15,3,,,,,,기타금융
78,2020,노루홀딩스,000320,C,A,8480,358,358,291,140,151,4731,5780,3712,2067,85,81.86,4366.96,4.22169811320755,1.65,2.83,3.8,1038,28175,450,0.39,13291,4.11,0,-4.10494176184553,108,0.91,1.39460323590347,5,2,0.4,0,10,0,0.0,77582000,49330000,37,13,37,13,50,26.0,74.0,1.0,1.0,263731,1.98,145538103450,13291151,5,5,5,0,1,0,0.549900104652269,2,0,0.0,11,7,11,15,5,C,C,B,B,B+,기타금융
79,2021,노루홀딩스,000320,A,A,9552,267,267,107,16,91,4720,5835,3681,2154,85,80.89,4330.2,2.79522613065327,0.17,1.02,0.43,118,27943,450,0.46,13291,3.53,0,12.6415094339623,-91,-0.580000000000001,-1.42647198255428,5,2,0.4,0,9,0,0.0,82000000,62000000,45,10,46,10,56,17.85714286,82.14285714,0.97826087,1.0,477677,3.59,169462175250,13291151,5,5,5,0,1,0,0.552818569398389,2,0,0.0,11,5,11,15,5,C,C,B,C,B+,기타금융
80,2022,노루홀딩스,000320,A,A,10317,296,296,334,250,84,5112,6608,3938,2671,85,77.35,4615.95,2.86905108074053,2.42,3.0,6.55,1849,29719,500,0.34,13291,5.02,0,8.00879396984924,29,1.49,0.0738249500872588,5,2,0.4,0,10,1,10.0,89000000,69000000,45,10,47,10,57,17.54385965,82.45614035,0.957446809,1.0,646185,4.86,132512775470,13291151,5,5,5,0,1,0,0.56382252559727,2,0,0.0,11,10,11,15,5,C,C,B,B+,B+,기타금융
81,2023,노루홀딩스,000320,A,A,12146,674,674,517,255,262,4950,6938,4136,2802,85,71.35,4848.63,5.54915198419233,2.1,4.38,6.31,1881,31185,500,0.37,13291,4.36,0,17.7280217117379,378,-0.659999999999999,2.6801009034518,5,2,0.4,0,12,1,8.33333333333333,93000000,75000000,51,12,53,12,65,18.46153846,81.53846154,0.962264151,1.0,516652,3.89,152316590460,13291151,5,5,5,0,1,0,0.583613728129206,2,0,0.0,11,10,12,15,5,C,C,B+,B+,B+,기타금융
82,2019,삼화페인트,000390,0,B+,5403,112,112,39,38,1,2785,2822,2809,13,132,98.69,2273.98,2.07292245049047,0.7,0.7,1.34,143,11870,125,0.43,26439,2.43,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,135895180140,26438751,5,5,5,0,1,0,0.503389225829468,2,0,0.0,8,3,8,15,3,,,,,,화학
83,2020,삼화페인트,000390,B+,B+,5517,150,150,65,66,-1,3020,2923,2913,11,134,103.31,2301.44,2.71886895051659,1.19,1.12,2.29,244,12007,150,1.17,26815,1.06,0,2.10993892282065,38,-1.37,0.645946500026117,4,1,0.25,0,5,0,0.0,64000000,52000000,736,71,777,75,852,8.802816901,91.1971831,0.947232947,0.946666667,2634017,9.96,372786389100,26438751,5,5,5,0,1,0,0.491839138482248,2,0,0.0,8,9,11,15,6,B,C,B,B+,C,화학
84,2021,삼화페인트,000390,B+,B,6316,8,8,-24,-24,0,3162,2959,2947,12,136,106.84,2284.48,0.126662444585181,-0.39,-0.4,-0.84,-90,11922,100,0.77,27203,1.08,0,14.4825086097517,-142,0.02,-2.5922065059314,5,2,0.4,0,6,0,0.0,65000000,53000000,749,75,790,84,874,9.610983982,90.38901602,0.948101266,0.892857143,2551153,9.38,251088018870,27203469,5,5,5,0,1,0,0.483417742198987,2,0,0.0,8,6,11,15,6,B,C,B,B,C,화학
85,2022,삼화페인트,000390,0,B+,6460,199,199,55,56,-1,2875,2997,2985,12,136,95.91,2312.29,3.08049535603715,0.87,0.92,1.89,206,12061,250,0.49,27203,4.25,0,2.27992400253325,191,3.17,2.95383291145197,6,2,0.333333333333333,0,7,0,0.0,67000000,53000000,736,79,775,86,861,9.988385598,90.0116144,0.949677419,0.918604651,2184570,8.03,159956397720,27203469,1,1,1,0,1,0,0.510388283378747,2,0,0.0,8,12,11,3,7,B,A,B,A+,B,화학
86,2023,삼화페인트,000390,B+,A,6314,258,258,161,162,0,2816,3091,3083,7,136,91.1,2384.22,4.08615774469433,2.56,2.74,5.33,594,12421,400,0.53,27203,6.02,0,-2.26006191950464,59,1.77,1.00566238865718,5,2,0.4,0,6,0,0.0,70000000,58000000,763,85,811,87,898,9.688195991,90.31180401,0.94081381,0.977011494,1665969,6.12,180631034160,27203469,5,5,5,0,1,0,0.523366068405012,2,0,0.0,8,8,11,15,7,B,C,B,B,B,화학
87,2019,대원강업,000430,0,B,9602,269,269,212,160,52,4607,5873,4801,1072,310,78.44,1458.53,2.80149968756509,1.67,1.99,3.39,258,7793,115,0.44,62000,3.39,0,0.0,-93,0.0,0.0,0,0,0.0,0,27,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,210490000000,62000000,5,5,5,0,1,0,0.560400763358779,2,0,0.0,11,3,9,15,3,,,,,,운수장비
88,2020,대원강업,000430,B,B,8612,52,52,-27,-64,38,4458,5721,4642,1079,310,77.92,1406.64,0.603808639108221,-0.75,-0.26,-1.36,-104,7533,100,0.51,62000,2.61,0,-10.3103520099979,-217,-0.78,-2.19769104845687,8,3,0.375,0,28,0,0.0,80000000,51000000,800,22,800,31,831,3.730445247,96.26955475,1.0,0.709677419,1121385,1.81,237150000000,62000000,5,5,5,0,1,0,0.562039493073976,2,0,0.0,11,2,11,15,5,C,C,B,D,B+,운수장비
89,2021,대원강업,000430,B,C,8622,-50,-50,-29,-69,40,4060,5770,4626,1144,310,70.37,1396.46,-0.579911853398284,-0.8,-0.29,-1.49,-111,7482,100,0.5,62000,2.68,0,0.116117045982356,-102,0.0700000000000003,-1.18372049250651,7,3,0.428571428571429,0,24,0,0.0,82000000,57000000,741,19,742,26,768,3.385416667,96.61458333,0.998652291,0.730769231,1322140,2.13,231260000000,62000000,5,5,5,0,1,0,0.586978636826043,2,0,0.0,11,5,12,15,6,B,C,B+,C,B+,운수장비
90,2022,대원강업,000430,C,C,10245,221,221,232,189,44,4124,5980,4837,1143,310,68.96,1464.57,2.15714982918497,1.84,2.33,3.99,304,7823,100,0.43,62000,2.95,0,18.8239387613083,271,0.27,2.73706168258325,9,6,0.666666666666667,0,24,0,0.0,85000000,66000000,685,17,697,17,714,2.380952381,97.61904762,0.982783357,1.0,1307173,2.11,210180000000,62000000,5,5,5,0,1,0,0.591844813935075,2,0,0.0,11,11,12,15,5,B,C,B+,A,B+,운수장비
91,2023,대원강업,000430,C,0,11068,592,592,378,306,72,4081,6182,5091,1091,310,66.02,1542.12,5.34875316226961,2.77,3.71,6.17,494,8211,110,0.66,62000,2.02,0,8.03318692044901,371,-0.93,3.19160333308464,7,6,0.857142857142857,0,25,0,0.0,91000000,71000000,657,18,685,19,704,2.698863636,97.30113636,0.959124088,0.947368421,1835261,2.96,337280000000,62000000,5,5,5,0,1,0,0.602357984994641,2,0,0.0,11,10,11,15,5,B,C,B,B+,B+,운수장비
92,2019,CR홀딩스,000480,0,C,7572,213,213,322,244,79,3657,7033,5918,1116,200,52.0,2895.82,2.81299524564184,3.22,3.07,4.13,609,14979,400,0.61,40000,4.36,0,0.0,-93,0.0,0.0,0,0,0.0,0,16,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,355200000000,4000000,5,5,5,0,1,0,0.657843045552334,2,0,0.0,11,3,8,15,3,,,,,,비금속광물
93,2020,CR홀딩스,000480,C,B,7052,229,229,397,336,61,5136,7326,6172,1154,200,70.11,3041.39,3.24730572887124,4.76,3.43,5.55,839,15707,420,0.53,40000,5.04,0,-6.86740623349181,16,0.68,0.434310483229404,6,2,0.333333333333333,0,15,0,0.0,57000000,31000000,490,33,531,35,566,6.183745583,93.81625442,0.922787194,0.942857143,114703,2.87,322400000000,4000000,1,1,1,0,1,0,0.587819947043248,2,0,0.0,10,7,12,3,6,B,A,B+,B,B,비금속광물
94,2021,CR홀딩스,000480,B,D,7463,331,331,334,251,83,5607,7887,6649,1238,200,71.09,3279.75,4.43521372102372,3.36,2.57,3.91,627,16899,450,0.5,40000,5.38,0,5.82813386273398,102,0.34,1.18790799215247,6,2,0.333333333333333,0,17,0,0.0,54000000,32000000,478,32,534,33,567,5.82010582,94.17989418,0.895131086,0.96969697,112705,2.82,324000000000,4000000,1,1,1,0,1,0,0.584525309419699,2,0,0.0,10,10,12,3,5,B,A,B+,B+,B,비금속광물
95,2022,CR홀딩스,000480,0,D,7980,226,226,496,409,87,7934,8271,6915,1356,200,95.93,3412.71,2.83208020050125,5.13,3.34,6.03,1023,17564,450,0.45,40000,5.75,0,6.92750904462012,-105,0.37,-1.60313352052246,6,2,0.333333333333333,0,17,0,0.0,90000000,36000000,444,25,505,34,539,6.307977737,93.69202226,0.879207921,0.735294118,108023,2.7,303200000000,4000000,1,1,1,0,1,0,0.510429523574426,3,0,0.0,11,6,13,3,5,B,A,A,B,B+,비금속광물
96,2023,CR홀딩스,000480,D,0,8169,394,394,269,4,265,7951,8267,5907,2360,234,96.18,2453.08,4.8231117639858,0.05,1.66,0.06,11,12765,410,0.51,46890,6.35,0,2.36842105263158,168,0.6,1.99103156348455,7,3,0.428571428571429,0,8,0,0.0,69000000,45000000,23,6,23,6,29,20.68965517,79.31034483,1.0,1.0,697693,1.49,302912565400,46890490,5,5,5,0,1,0,0.509742261684548,3,0,0.0,11,11,12,15,3,C,C,B+,A,B+,비금속광물
97,2019,대동,000490,0,B,8344,241,241,27,28,-1,6085,2188,2120,68,237,278.06,818.29,2.88830297219559,0.33,0.33,1.31,117,9183,60,0.62,23728,1.06,0,0.0,-93,0.0,0.0,0,0,0.0,0,11,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,134776232800,23728210,5,5,5,0,0,0,0.264442832970752,2,0,0.0,9,3,9,15,2,,,,,,기계
98,2020,대동,000490,B,B+,8958,331,331,210,204,6,6104,3283,3156,127,237,185.94,1254.8,3.69502121009154,2.28,2.38,7.74,861,13548,80,0.5,23728,1.17,0,7.35858101629914,90,0.11,0.806718237895949,7,3,0.428571428571429,0,12,0,0.0,139870000,59852000,830,38,994,41,1035,3.961352657,96.03864734,0.83501006,0.926829268,521375,2.2,161826392200,23728210,5,5,5,0,0,0,0.349739000745712,2,0,0.0,10,10,12,15,6,B,C,B+,B+,B,기계
99,2021,대동,000490,B+,D,11792,382,382,347,336,11,8747,3859,3514,345,237,226.67,1405.66,3.23948439620081,2.85,3.15,10.06,1414,15057,80,0.67,23728,0.79,0,31.6365260102702,51,-0.38,-0.455536813890725,7,3,0.428571428571429,0,14,0,0.0,114407000,41916000,821,26,1256,62,1318,4.704097117,95.29590288,0.65366242,0.419354839,946024,3.99,239654921000,23728210,5,5,5,0,0,0,0.306124067904173,2,0,0.0,10,8,12,15,5,B,C,B+,B,B,기계
100,2022,대동,000490,D,C,14637,883,883,385,386,-2,12418,4720,3447,1273,239,263.09,1359.38,6.03265696522511,2.64,2.59,11.1,1557,13722,100,0.94,23932,0.77,0,24.126526458616,501,-0.02,2.7931725690243,6,3,0.5,0,10,0,0.0,111624000,72074000,888,37,1269,68,1337,5.086013463,94.91398654,0.699763593,0.544117647,1275831,5.33,309923984300,23932354,5,5,5,0,0,0,0.275411366553857,3,0,0.0,11,10,13,15,6,B,C,A,B+,B+,기계
101,2023,대동,000490,C,0,14334,654,654,119,176,-57,13793,5771,4539,1232,254,239.02,1703.83,4.56257848472164,1.23,0.65,4.41,682,17666,100,0.96,25393,0.59,0,-2.07009633121541,-229,-0.18,-1.47007848050347,6,3,0.5,0,14,0,0.0,73905000,59923000,906,51,1210,66,1276,5.172413793,94.82758621,0.748760331,0.772727273,1080939,4.26,432181847760,25392588,5,5,5,0,0,0,0.294980576569209,3,0,0.0,12,3,14,15,6,B,C,A,C,B+,기계
102,2019,가온전선,000500,0,B,8303,71,71,55,55,0,2558,2567,2567,0,208,99.66,1141.42,0.855112609900036,0.66,1.05,2.12,1118,52838,513,0.36,4887,2.67,0,0.0,-93,0.0,0.0,0,0,0.0,0,10,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,96936085100,4160347,5,5,5,0,0,0,0.500780335544284,2,0,0.0,8,3,8,15,3,,,,,,전기전자
103,2020,가온전선,000500,B,B+,8574,127,127,95,95,0,2789,2636,2636,0,208,105.82,1174.27,1.48122229997667,1.11,1.8,3.65,1945,54236,513,0.33,4887,2.85,0,3.2638805251114,56,0.18,0.626109690076637,3,3,1.0,0,11,0,0.0,191000000,106000000,381,32,396,34,430,7.906976744,92.09302326,0.962121212,0.941176471,183939,4.42,90695564600,4160347,1,1,1,0,0,0,0.485898617511521,2,0,0.0,8,10,11,3,5,B,A,B,B+,B,전기전자
104,2021,가온전선,000500,B+,B,10704,166,166,59,59,0,3909,2681,2681,0,208,145.78,1196.16,1.550822122571,0.55,0.97,2.2,1198,55168,359,0.36,4887,1.83,0,24.8425472358293,39,-1.02,0.069599822594328,3,3,1.0,0,11,0,0.0,204000000,119000000,373,26,391,30,421,7.125890736,92.87410926,0.953964194,0.866666667,114639,2.76,99016258600,4160347,1,1,1,0,0,0,0.406828528072838,2,0,0.0,8,9,11,3,4,C,A,B,B+,B,전기전자
105,2022,가온전선,000500,B,B+,14165,285,285,105,105,0,4493,3031,3031,0,318,148.24,857.96,2.01200141193082,0.74,1.48,3.66,2002,45399,47,0.41,6709,0.25,0,32.3337070254111,119,-1.58,0.461179289359814,6,3,0.5,0,11,0,0.0,205000000,135000000,393,33,411,37,448,8.258928571,91.74107143,0.95620438,0.891891892,112828,1.77,123999057000,6358926,1,1,1,0,0,0,0.402897780140901,2,0,0.0,9,9,10,3,6,B,A,C,B+,B,전기전자
106,2023,가온전선,000500,B+,B+,14986,437,437,179,179,0,4708,3310,3310,0,368,142.23,803.84,2.91605498465234,1.19,2.3,5.65,2661,45192,0,0.47,7358,0.0,0,5.79597599717614,152,-0.25,0.904053572721527,6,3,0.5,0,10,0,0.0,213000000,140000000,375,35,431,37,468,7.905982906,92.09401709,0.870069606,0.945945946,250938,3.95,134809231200,6358926,5,5,5,0,0,0,0.412821152407084,2,0,0.0,9,9,11,15,5,B,C,B,B+,B,전기전자
